participant_id,program,age_group,community,early_engagement,mid_engagement,late_engagement,engagement_slope,engagement_volatility,trajectory_label,reversal_risk_label,early_warning_label,baseline_habit_strength,convenience,social_norm,environmental_fit,motivation,competing_demands,habit_persistence,feedback_visibility,incentive_strength,support_quality,life_event_week,trajectory_cluster
311,fitness,26-40,rural,0.779,0.735,0.603,-0.0104,0.076,sustained,0,0,0.725,0.705,0.868,0.209,0.641,0.436,0.186,0.595,0.213,0.23,9,3
312,digital_wellbeing,18-25,suburban,0.845,0.923,0.741,-0.006,0.083,sustained,0,0,0.498,0.902,0.793,0.507,0.849,0.208,0.25,0.805,0.898,0.731,9,0
313,public_transport,26-40,urban,0.725,0.819,0.629,-0.0057,0.089,sustained,0,0,0.326,0.744,0.952,0.297,0.504,0.112,0.231,0.534,0.347,0.456,0,3
314,digital_wellbeing,41-60,rural,0.905,0.902,0.835,-0.0039,0.029,sustained,0,0,0.886,0.588,0.497,0.806,0.534,0.245,0.208,0.6,0.364,0.904,0,0
315,digital_wellbeing,60+,urban,0.682,0.7,0.49,-0.0106,0.089,faded,1,0,0.513,0.819,0.311,0.233,0.452,0.418,0.796,0.655,0.363,0.111,0,3
316,fitness,18-25,urban,0.811,0.886,0.697,-0.0066,0.084,sustained,0,0,0.469,0.834,0.613,0.45,0.93,0.376,0.281,0.395,0.863,0.876,0,0
317,healthy_eating,41-60,urban,0.68,0.777,0.56,-0.0068,0.103,sustained,0,0,0.252,0.589,0.778,0.532,0.633,0.845,0.464,0.737,0.571,0.464,0,3
318,public_transport,26-40,urban,0.656,0.566,0.309,-0.0197,0.138,reverted,1,0,0.738,0.511,0.109,0.812,0.481,0.708,0.879,0.44,0.545,0.499,18,1
319,fitness,26-40,suburban,0.834,0.809,0.574,-0.0148,0.108,sustained,0,0,0.761,0.745,0.392,0.673,0.376,0.331,0.544,0.323,0.544,0.918,0,2
320,healthy_eating,26-40,suburban,0.822,0.81,0.572,-0.0146,0.108,sustained,0,0,0.726,0.83,0.49,0.904,0.586,0.398,0.787,0.383,0.856,0.411,0,2
321,fitness,26-40,suburban,0.595,0.686,0.39,-0.0121,0.123,reverted,1,0,0.16,0.221,0.304,0.872,0.303,0.394,0.423,0.339,0.55,0.433,0,1
322,recycling,26-40,urban,0.87,0.833,0.573,-0.0169,0.122,faded,1,0,0.844,0.954,0.466,0.707,0.332,0.609,0.276,0.661,0.684,0.465,0,2
323,recycling,41-60,suburban,0.707,0.838,0.696,-0.0006,0.09,sustained,0,0,0.225,0.792,0.855,0.753,0.321,0.306,0.576,0.55,0.349,0.217,20,0
324,fitness,41-60,urban,0.664,0.724,0.502,-0.0097,0.094,inconsistent,0,0,0.392,0.429,0.752,0.866,0.29,0.812,0.798,0.442,0.624,0.71,21,3
325,recycling,26-40,urban,0.774,0.804,0.672,-0.0061,0.057,sustained,0,0,0.601,0.566,0.455,0.552,0.701,0.525,0.287,0.497,0.514,0.569,0,0
326,healthy_eating,26-40,urban,0.753,0.682,0.45,-0.0175,0.124,faded,1,0,0.781,0.486,0.51,0.406,0.608,0.617,0.948,0.879,0.478,0.472,9,2
327,fitness,26-40,urban,0.503,0.528,0.308,-0.0114,0.098,faded,1,0,0.261,0.297,0.377,0.396,0.173,0.395,0.438,0.401,0.379,0.432,0,1
328,public_transport,60+,urban,0.811,0.827,0.645,-0.0093,0.076,sustained,0,0,0.659,0.742,0.816,0.209,0.55,0.411,0.753,0.593,0.576,0.928,0,0
329,digital_wellbeing,26-40,urban,0.766,0.851,0.654,-0.0067,0.088,sustained,0,0,0.413,0.748,0.874,0.878,0.461,0.69,0.476,0.831,0.636,0.283,0,0
330,digital_wellbeing,41-60,urban,0.685,0.821,0.704,0.0006,0.09,sustained,0,0,0.125,0.312,0.851,0.322,0.829,0.387,0.478,0.787,0.639,0.467,0,0
331,healthy_eating,41-60,urban,0.776,0.757,0.619,-0.0091,0.069,sustained,0,0,0.657,0.628,0.538,0.906,0.502,0.25,0.883,0.469,0.783,0.31,0,0
332,recycling,41-60,suburban,0.836,0.815,0.627,-0.0119,0.087,sustained,0,0,0.775,0.607,0.779,0.862,0.59,0.548,0.821,0.646,0.715,0.595,0,0
333,recycling,26-40,suburban,0.573,0.491,0.389,-0.0104,0.075,reverted,1,1,0.572,0.133,0.343,0.373,0.195,0.626,0.789,0.8,0.43,0.711,0,1
334,fitness,41-60,suburban,0.611,0.744,0.568,-0.0023,0.1,sustained,0,0,0.073,0.849,0.386,0.434,0.405,0.414,0.418,0.887,0.243,0.291,0,3
335,recycling,26-40,suburban,0.7,0.765,0.586,-0.0067,0.074,sustained,0,0,0.448,0.609,0.517,0.566,0.893,0.418,0.848,0.374,0.386,0.735,0,3
336,public_transport,18-25,urban,0.641,0.616,0.317,-0.0185,0.135,reverted,1,0,0.562,0.21,0.747,0.265,0.414,0.453,0.878,0.457,0.278,0.818,11,1
337,recycling,60+,urban,0.715,0.775,0.64,-0.0046,0.066,sustained,0,0,0.385,0.575,0.433,0.5,0.545,0.321,0.879,0.414,0.35,0.602,0,3
338,healthy_eating,18-25,rural,0.771,0.74,0.407,-0.0205,0.151,reverted,1,0,0.635,0.889,0.486,0.527,0.734,0.643,0.778,0.102,0.84,0.667,0,2
339,fitness,41-60,urban,0.902,0.896,0.83,-0.0043,0.035,sustained,0,0,0.815,0.916,0.769,0.728,0.596,0.075,0.504,0.565,0.754,0.333,0,0
340,healthy_eating,41-60,rural,0.835,0.826,0.724,-0.0062,0.05,sustained,0,0,0.774,0.45,0.29,0.217,0.752,0.411,0.332,0.72,0.613,0.963,0,0
341,fitness,41-60,urban,0.692,0.567,0.273,-0.0236,0.165,reverted,1,1,0.776,0.272,0.385,0.532,0.757,0.743,0.796,0.377,0.516,0.309,8,1
342,recycling,18-25,rural,0.755,0.716,0.47,-0.0161,0.117,faded,1,0,0.755,0.195,0.776,0.574,0.172,0.296,0.758,0.755,0.451,0.258,0,2
343,digital_wellbeing,26-40,rural,0.729,0.792,0.654,-0.0044,0.069,sustained,0,0,0.399,0.378,0.709,0.515,0.824,0.622,0.421,0.599,0.504,0.619,0,0
344,digital_wellbeing,60+,urban,0.819,0.821,0.599,-0.0129,0.101,sustained,0,0,0.659,0.402,0.233,0.684,0.825,0.512,0.64,0.686,0.797,0.913,0,2
345,fitness,18-25,suburban,0.881,0.798,0.665,-0.012,0.084,sustained,0,1,0.905,0.681,0.648,0.793,0.626,0.241,0.755,0.697,0.726,0.275,9,0
346,recycling,60+,suburban,0.707,0.806,0.569,-0.0083,0.103,sustained,0,0,0.323,0.629,0.743,0.4,0.685,0.525,0.247,0.292,0.253,0.532,0,3
347,healthy_eating,18-25,urban,0.648,0.666,0.436,-0.0125,0.103,faded,1,0,0.415,0.717,0.514,0.456,0.569,0.615,0.833,0.505,0.351,0.415,0,1
348,digital_wellbeing,41-60,rural,0.586,0.597,0.289,-0.0169,0.137,reverted,1,0,0.292,0.568,0.411,0.268,0.613,0.781,0.584,0.519,0.709,0.261,15,1
349,fitness,26-40,urban,0.82,0.768,0.517,-0.0174,0.123,faded,1,0,0.868,0.632,0.3,0.979,0.502,0.561,0.477,0.592,0.653,0.557,0,2
350,healthy_eating,41-60,suburban,0.654,0.571,0.398,-0.0147,0.103,reverted,1,0,0.765,0.06,0.642,0.427,0.351,0.776,0.642,0.554,0.331,0.406,0,1
351,public_transport,41-60,suburban,0.62,0.739,0.448,-0.0103,0.13,inconsistent,0,0,0.084,0.73,0.674,0.334,0.284,0.566,0.204,0.489,0.5,0.43,0,1
352,healthy_eating,26-40,suburban,0.68,0.834,0.755,0.0037,0.091,sustained,0,0,0.165,0.739,0.281,0.77,0.767,0.63,0.503,0.487,0.391,0.937,0,0
353,public_transport,60+,urban,0.716,0.726,0.507,-0.0119,0.1,faded,1,0,0.464,0.818,0.728,0.499,0.653,0.643,0.918,0.682,0.588,0.412,0,3
354,fitness,41-60,urban,0.645,0.751,0.555,-0.0051,0.1,sustained,0,0,0.172,0.468,0.315,0.598,0.672,0.345,0.564,0.324,0.252,0.527,0,3
355,digital_wellbeing,26-40,urban,0.777,0.763,0.526,-0.0145,0.109,faded,1,0,0.668,0.255,0.632,0.877,0.43,0.47,0.813,0.815,0.29,0.289,9,2
356,healthy_eating,41-60,urban,0.83,0.789,0.636,-0.0108,0.077,sustained,0,0,0.908,0.444,0.457,0.499,0.858,0.653,0.578,0.589,0.31,0.571,0,0
357,recycling,41-60,suburban,0.803,0.793,0.544,-0.0141,0.108,faded,1,0,0.748,0.825,0.698,0.431,0.661,0.373,0.331,0.369,0.208,0.248,0,2
358,digital_wellbeing,18-25,suburban,0.754,0.882,0.704,-0.0031,0.094,sustained,0,0,0.287,0.773,0.587,0.453,0.731,0.151,0.608,0.548,0.56,0.516,0,0
359,recycling,18-25,rural,0.773,0.872,0.796,0.0011,0.071,sustained,0,0,0.327,0.702,0.526,0.332,0.953,0.407,0.32,0.667,0.803,0.247,0,0
360,fitness,26-40,urban,0.58,0.547,0.393,-0.0109,0.077,reverted,1,0,0.621,0.219,0.694,0.184,0.173,0.627,0.908,0.267,0.409,0.815,0,1
361,recycling,18-25,urban,0.707,0.815,0.537,-0.0099,0.121,inconsistent,0,0,0.251,0.366,0.642,0.765,0.81,0.705,0.749,0.867,0.521,0.707,17,2
362,digital_wellbeing,41-60,urban,0.558,0.543,0.259,-0.0168,0.127,reverted,1,0,0.357,0.291,0.697,0.42,0.213,0.712,0.833,0.771,0.278,0.768,0,1
363,digital_wellbeing,18-25,urban,0.871,0.848,0.679,-0.0109,0.082,sustained,0,0,0.784,0.465,0.61,0.845,0.589,0.177,0.894,0.701,0.553,0.569,0,0
364,digital_wellbeing,26-40,suburban,0.797,0.812,0.635,-0.0093,0.079,sustained,0,0,0.611,0.689,0.556,0.871,0.226,0.351,0.469,0.82,0.683,0.363,0,0
365,digital_wellbeing,60+,urban,0.793,0.818,0.524,-0.0153,0.127,faded,1,0,0.503,0.469,0.486,0.655,0.591,0.541,0.186,0.507,0.842,0.552,9,2
366,healthy_eating,26-40,rural,0.712,0.722,0.543,-0.0093,0.08,inconsistent,0,0,0.518,0.466,0.58,0.576,0.657,0.372,0.774,0.529,0.29,0.411,0,3
367,digital_wellbeing,18-25,urban,0.791,0.87,0.674,-0.0068,0.085,sustained,0,0,0.471,0.905,0.632,0.348,0.506,0.126,0.652,0.958,0.441,0.731,0,0
368,fitness,26-40,rural,0.795,0.774,0.631,-0.0096,0.072,sustained,0,0,0.712,0.227,0.629,0.208,0.627,0.211,0.449,0.531,0.23,0.617,10,0
369,public_transport,26-40,suburban,0.782,0.803,0.648,-0.0077,0.07,sustained,0,0,0.633,0.28,0.568,0.56,0.718,0.382,0.651,0.941,0.275,0.389,0,0
370,recycling,26-40,urban,0.875,0.825,0.725,-0.0084,0.059,sustained,0,0,0.88,0.664,0.202,0.444,0.625,0.033,0.692,0.771,0.661,0.466,0,0
371,fitness,18-25,urban,0.715,0.724,0.473,-0.0139,0.114,faded,1,0,0.47,0.835,0.198,0.524,0.698,0.259,0.909,0.471,0.648,0.341,7,2
372,recycling,26-40,urban,0.712,0.778,0.578,-0.0077,0.088,sustained,0,0,0.353,0.209,0.727,0.283,0.76,0.677,0.441,0.882,0.673,0.706,0,3
373,public_transport,41-60,suburban,0.572,0.594,0.277,-0.0169,0.135,reverted,1,0,0.306,0.516,0.559,0.941,0.145,0.653,0.438,0.411,0.553,0.193,0,1
374,recycling,26-40,suburban,0.765,0.806,0.603,-0.0096,0.088,sustained,0,0,0.546,0.605,0.749,0.51,0.686,0.818,0.57,0.814,0.54,0.524,16,3
375,digital_wellbeing,26-40,suburban,0.75,0.81,0.605,-0.0085,0.09,sustained,0,0,0.428,0.643,0.622,0.528,0.726,0.319,0.92,0.358,0.696,0.603,0,3
376,healthy_eating,18-25,rural,0.782,0.853,0.679,-0.0058,0.076,sustained,0,0,0.488,0.868,0.466,0.841,0.458,0.215,0.334,0.527,0.456,0.595,0,0
377,digital_wellbeing,41-60,urban,0.577,0.639,0.414,-0.0096,0.106,reverted,1,0,0.177,0.663,0.544,0.98,0.182,0.728,0.818,0.399,0.832,0.358,0,1
378,public_transport,41-60,suburban,0.679,0.824,0.608,-0.0046,0.103,sustained,0,0,0.164,0.752,0.414,0.419,0.364,0.209,0.552,0.909,0.766,0.413,0,3
379,fitness,26-40,urban,0.798,0.86,0.652,-0.0087,0.089,sustained,0,0,0.496,0.72,0.08,0.848,0.578,0.066,0.791,0.364,0.817,0.641,0,0
380,digital_wellbeing,18-25,urban,0.753,0.703,0.458,-0.0167,0.119,faded,1,0,0.751,0.562,0.4,0.613,0.724,0.551,0.926,0.215,0.417,0.546,0,2
381,healthy_eating,26-40,suburban,0.656,0.779,0.706,0.0025,0.079,sustained,0,0,0.194,0.954,0.675,0.725,0.569,0.585,0.683,0.918,0.278,0.205,0,3
382,public_transport,41-60,suburban,0.829,0.76,0.554,-0.0158,0.112,faded,1,0,0.943,0.759,0.322,0.831,0.641,0.257,0.979,0.907,0.654,0.429,0,2
383,public_transport,18-25,rural,0.804,0.853,0.697,-0.0064,0.064,sustained,0,0,0.628,0.418,0.734,0.455,0.697,0.128,0.727,0.752,0.537,0.775,17,0
384,digital_wellbeing,18-25,suburban,0.807,0.826,0.529,-0.0158,0.125,faded,1,0,0.687,0.284,0.844,0.511,0.92,0.257,0.829,0.375,0.375,0.293,18,2
385,public_transport,26-40,urban,0.736,0.799,0.56,-0.0103,0.105,sustained,0,0,0.376,0.685,0.404,0.827,0.634,0.49,0.848,0.844,0.795,0.364,21,2
386,fitness,26-40,rural,0.787,0.693,0.482,-0.0177,0.124,faded,1,1,0.914,0.943,0.312,0.472,0.176,0.205,0.697,0.627,0.28,0.803,0,2
387,public_transport,26-40,urban,0.797,0.836,0.652,-0.0084,0.079,sustained,0,0,0.555,0.66,0.259,0.377,0.708,0.219,0.034,0.527,0.518,0.743,0,0
388,public_transport,60+,urban,0.776,0.856,0.737,-0.0025,0.059,sustained,0,0,0.509,0.813,0.554,0.809,0.846,0.435,0.782,0.272,0.406,0.481,0,0
389,fitness,41-60,urban,0.721,0.677,0.378,-0.0194,0.139,reverted,1,0,0.675,0.423,0.483,0.347,0.564,0.432,0.745,0.929,0.413,0.299,18,1
390,healthy_eating,41-60,urban,0.686,0.751,0.547,-0.0083,0.09,inconsistent,0,0,0.366,0.827,0.077,0.909,0.51,0.396,0.677,0.375,0.574,0.766,0,3
391,healthy_eating,41-60,rural,0.801,0.912,0.824,0.0008,0.068,sustained,0,0,0.402,0.916,0.823,0.477,0.743,0.419,0.49,0.329,0.758,0.457,0,0
392,fitness,60+,suburban,0.579,0.593,0.342,-0.0139,0.112,reverted,1,0,0.345,0.442,0.559,0.276,0.282,0.558,0.869,0.576,0.498,0.215,0,1
393,fitness,41-60,urban,0.757,0.788,0.55,-0.0122,0.105,sustained,0,0,0.486,0.772,0.192,0.676,0.677,0.534,0.479,0.107,0.699,0.515,0,2
394,public_transport,26-40,rural,0.648,0.747,0.598,-0.0031,0.075,sustained,0,0,0.259,0.812,0.286,0.941,0.521,0.693,0.667,0.854,0.398,0.459,0,3
395,healthy_eating,26-40,suburban,0.76,0.776,0.606,-0.0087,0.072,sustained,0,0,0.602,0.339,0.86,0.536,0.587,0.758,0.479,0.465,0.205,0.79,0,3
396,fitness,18-25,rural,0.729,0.678,0.512,-0.012,0.085,faded,1,0,0.731,0.535,0.37,0.125,0.447,0.652,0.547,0.564,0.517,0.674,0,3
397,fitness,26-40,rural,0.798,0.751,0.587,-0.0119,0.085,sustained,0,0,0.781,0.887,0.48,0.361,0.226,0.588,0.445,0.581,0.803,0.489,19,2
398,public_transport,41-60,rural,0.79,0.828,0.678,-0.0066,0.063,sustained,0,0,0.592,0.324,0.784,0.873,0.756,0.468,0.781,0.531,0.219,0.783,13,0
399,fitness,41-60,urban,0.651,0.709,0.56,-0.006,0.062,sustained,0,0,0.472,0.402,0.694,0.438,0.424,0.421,0.828,0.704,0.649,0.704,0,3
400,public_transport,41-60,urban,0.732,0.65,0.332,-0.0225,0.158,reverted,1,1,0.795,0.79,0.538,0.317,0.406,0.719,0.849,0.414,0.164,0.47,8,1
401,healthy_eating,26-40,urban,0.844,0.858,0.597,-0.0138,0.11,sustained,0,0,0.666,0.527,0.533,0.445,0.857,0.148,0.781,0.438,0.706,0.441,13,2
402,public_transport,41-60,suburban,0.783,0.918,0.786,-0.0003,0.082,sustained,0,0,0.34,0.925,0.826,0.968,0.551,0.381,0.253,0.376,0.501,0.586,17,0
403,healthy_eating,18-25,suburban,0.677,0.72,0.627,-0.0027,0.049,sustained,0,0,0.421,0.612,0.467,0.474,0.647,0.45,0.718,0.47,0.139,0.576,0,3
404,digital_wellbeing,60+,urban,0.804,0.749,0.467,-0.019,0.136,faded,1,0,0.76,0.266,0.904,0.196,0.44,0.393,0.492,0.937,0.681,0.671,0,2
405,healthy_eating,41-60,rural,0.751,0.837,0.567,-0.0106,0.117,sustained,0,0,0.352,0.298,0.21,0.452,0.951,0.369,0.791,0.501,0.816,0.796,18,2
406,digital_wellbeing,26-40,rural,0.701,0.708,0.505,-0.0111,0.092,faded,1,0,0.453,0.386,0.504,0.649,0.443,0.389,0.321,0.846,0.355,0.343,9,3
407,fitness,18-25,urban,0.817,0.866,0.778,-0.0026,0.043,sustained,0,0,0.606,0.775,0.203,0.682,0.684,0.307,0.394,0.382,0.455,0.52,0,0
408,digital_wellbeing,18-25,suburban,0.642,0.571,0.277,-0.0202,0.145,reverted,1,0,0.613,0.227,0.414,0.471,0.306,0.624,0.592,0.482,0.409,0.616,17,1
409,public_transport,26-40,urban,0.809,0.766,0.573,-0.0135,0.098,sustained,0,0,0.741,0.675,0.281,0.524,0.416,0.269,0.601,0.664,0.88,0.311,0,2
410,healthy_eating,18-25,urban,0.877,0.841,0.614,-0.0149,0.107,sustained,0,0,0.861,0.848,0.351,0.546,0.543,0.434,0.435,0.442,0.624,0.753,0,2
411,recycling,26-40,rural,0.602,0.67,0.44,-0.0096,0.097,inconsistent,0,0,0.304,0.862,0.487,0.8,0.444,0.546,0.37,0.577,0.163,0.263,13,3
412,public_transport,41-60,rural,0.83,0.86,0.626,-0.0118,0.097,sustained,0,0,0.701,0.755,0.988,0.658,0.657,0.472,0.602,0.332,0.136,0.579,15,0
413,public_transport,60+,suburban,0.75,0.849,0.746,-0.0006,0.069,sustained,0,0,0.323,0.626,0.796,0.56,0.397,0.305,0.531,0.517,0.536,0.677,12,0
414,digital_wellbeing,26-40,rural,0.688,0.658,0.401,-0.0163,0.121,reverted,1,0,0.592,0.492,0.216,0.654,0.582,0.597,0.626,0.208,0.567,0.697,0,1
415,digital_wellbeing,18-25,suburban,0.643,0.552,0.25,-0.0224,0.157,reverted,1,1,0.732,0.476,0.608,0.515,0.473,0.596,0.737,0.137,0.774,0.45,13,1
416,fitness,26-40,urban,0.732,0.835,0.633,-0.0062,0.096,sustained,0,0,0.263,0.588,0.922,0.343,0.574,0.219,0.51,0.463,0.937,0.495,0,0
417,recycling,60+,urban,0.722,0.762,0.627,-0.0062,0.066,sustained,0,0,0.477,0.705,0.274,0.525,0.631,0.278,0.775,0.358,0.731,0.698,0,3
418,healthy_eating,41-60,urban,0.717,0.681,0.341,-0.0209,0.154,reverted,1,0,0.629,0.73,0.681,0.367,0.47,0.513,0.552,0.089,0.384,0.535,0,1
419,fitness,41-60,rural,0.732,0.763,0.595,-0.0081,0.073,sustained,0,0,0.523,0.713,0.966,0.578,0.588,0.438,0.457,0.132,0.443,0.478,0,3
420,fitness,41-60,urban,0.682,0.743,0.616,-0.004,0.072,sustained,0,0,0.329,0.444,0.739,0.654,0.404,0.46,0.827,0.6,0.76,0.524,0,3
421,fitness,26-40,suburban,0.896,0.881,0.785,-0.006,0.046,sustained,0,0,0.869,0.854,0.513,0.531,0.721,0.22,0.14,0.3,0.349,0.472,0,0
422,fitness,41-60,suburban,0.659,0.748,0.462,-0.0119,0.13,faded,1,0,0.145,0.803,0.261,0.463,0.764,0.564,0.908,0.317,0.784,0.569,0,2
423,healthy_eating,41-60,rural,0.67,0.78,0.504,-0.01,0.125,inconsistent,0,0,0.149,0.709,0.238,0.757,0.956,0.534,0.818,0.479,0.296,0.333,14,3
424,healthy_eating,26-40,urban,0.517,0.533,0.366,-0.0088,0.075,inconsistent,0,0,0.317,0.305,0.352,0.502,0.211,0.614,0.815,0.162,0.297,0.898,0,1
425,digital_wellbeing,41-60,urban,0.668,0.669,0.523,-0.0082,0.073,inconsistent,0,0,0.391,0.407,0.205,0.633,0.262,0.576,0.742,0.432,0.77,0.973,0,3
426,healthy_eating,41-60,urban,0.623,0.696,0.448,-0.0102,0.107,inconsistent,0,0,0.24,0.762,0.561,0.151,0.506,0.627,0.427,0.415,0.155,0.877,0,3
427,healthy_eating,41-60,urban,0.624,0.723,0.497,-0.0078,0.098,inconsistent,0,0,0.257,0.48,0.866,0.518,0.35,0.396,0.376,0.397,0.379,0.169,0,3
428,healthy_eating,41-60,rural,0.666,0.684,0.366,-0.0171,0.136,reverted,1,0,0.482,0.774,0.529,0.172,0.314,0.811,0.466,0.744,0.586,0.81,0,1
429,digital_wellbeing,41-60,urban,0.689,0.656,0.424,-0.0149,0.109,faded,1,0,0.6,0.24,0.542,0.183,0.855,0.289,0.735,0.234,0.353,0.417,0,1
430,healthy_eating,60+,urban,0.735,0.843,0.672,-0.0035,0.087,sustained,0,0,0.334,0.782,0.369,0.632,0.594,0.531,0.345,0.756,0.64,0.864,20,0
431,digital_wellbeing,18-25,suburban,0.793,0.764,0.606,-0.0105,0.08,sustained,0,0,0.641,0.837,0.304,0.646,0.18,0.159,0.55,0.508,0.772,0.721,0,0
432,recycling,41-60,suburban,0.445,0.506,0.361,-0.0051,0.061,inconsistent,0,0,0.241,0.52,0.536,0.669,0.312,0.928,0.601,0.301,0.367,0.271,0,1
433,recycling,18-25,urban,0.833,0.787,0.507,-0.0182,0.132,faded,1,0,0.796,0.378,0.808,0.568,0.577,0.426,0.91,0.625,0.858,0.645,0,2
434,healthy_eating,60+,suburban,0.88,0.908,0.822,-0.0034,0.039,sustained,0,0,0.735,0.844,0.075,0.654,0.86,0.043,0.345,0.742,0.486,0.904,0,0
435,digital_wellbeing,26-40,urban,0.869,0.881,0.793,-0.0045,0.038,sustained,0,0,0.803,0.749,0.414,0.574,0.75,0.581,0.412,0.8,0.349,0.728,0,0
436,recycling,41-60,rural,0.706,0.688,0.562,-0.0083,0.073,sustained,0,0,0.42,0.579,0.54,0.415,0.402,0.23,0.322,0.388,0.677,0.28,8,3
437,recycling,26-40,urban,0.873,0.901,0.726,-0.0084,0.076,sustained,0,0,0.662,0.691,0.402,0.656,0.95,0.169,0.564,0.481,0.94,0.995,0,0
438,fitness,41-60,urban,0.71,0.653,0.364,-0.02,0.142,reverted,1,0,0.716,0.785,0.169,0.364,0.536,0.702,0.736,0.339,0.441,0.299,0,1
439,fitness,26-40,suburban,0.774,0.827,0.676,-0.0058,0.069,sustained,0,0,0.507,0.697,0.525,0.7,0.517,0.547,0.641,0.796,0.734,0.558,0,0
440,healthy_eating,41-60,suburban,0.89,0.863,0.774,-0.0066,0.048,sustained,0,0,0.853,0.554,0.352,0.207,0.847,0.05,0.685,0.687,0.643,0.578,21,0
441,fitness,41-60,urban,0.73,0.731,0.508,-0.0126,0.096,faded,1,0,0.617,0.456,0.798,0.054,0.475,0.479,0.392,0.618,0.359,0.306,0,2
442,fitness,41-60,suburban,0.726,0.652,0.482,-0.0133,0.094,faded,1,0,0.775,0.631,0.213,0.42,0.11,0.202,0.308,0.21,0.291,0.63,0,3
443,public_transport,26-40,suburban,0.614,0.699,0.415,-0.0115,0.118,reverted,1,0,0.245,0.62,0.41,0.592,0.873,0.641,0.789,0.312,0.286,0.599,0,1
444,public_transport,26-40,urban,0.792,0.879,0.731,-0.0036,0.078,sustained,0,0,0.395,0.816,0.345,0.516,0.865,0.245,0.41,0.724,0.959,0.508,0,0
445,digital_wellbeing,60+,urban,0.71,0.807,0.571,-0.0083,0.107,sustained,0,0,0.274,0.492,0.707,0.92,0.534,0.197,0.718,0.739,0.937,0.518,0,3
446,public_transport,60+,urban,0.837,0.805,0.53,-0.0175,0.126,faded,1,0,0.816,0.249,0.632,0.777,0.315,0.172,0.31,0.652,0.722,0.569,0,2
447,digital_wellbeing,26-40,suburban,0.764,0.746,0.431,-0.019,0.143,faded,1,0,0.608,0.909,0.68,0.343,0.221,0.16,0.98,0.779,0.694,0.567,0,2
448,recycling,41-60,urban,0.837,0.772,0.601,-0.0134,0.095,sustained,0,0,0.852,0.526,0.901,0.665,0.226,0.497,0.668,0.458,0.704,0.629,11,2
449,digital_wellbeing,26-40,rural,0.614,0.504,0.282,-0.0183,0.128,reverted,1,1,0.796,0.272,0.821,0.203,0.25,0.697,0.61,0.658,0.346,0.632,0,1
450,digital_wellbeing,26-40,urban,0.668,0.752,0.549,-0.0073,0.098,inconsistent,0,0,0.224,0.785,0.357,0.213,0.449,0.317,0.46,0.61,0.906,0.165,12,3
451,recycling,26-40,suburban,0.815,0.707,0.365,-0.0252,0.177,reverted,1,1,0.93,0.618,0.538,0.502,0.285,0.473,0.638,0.234,0.625,0.73,15,2
452,public_transport,26-40,urban,0.748,0.742,0.525,-0.0125,0.094,faded,1,0,0.682,0.633,0.788,0.211,0.474,0.555,0.665,0.448,0.173,0.349,0,2
453,public_transport,41-60,urban,0.749,0.752,0.57,-0.0101,0.087,sustained,0,0,0.485,0.304,0.29,0.405,0.551,0.243,0.724,0.761,0.908,0.466,0,3
454,fitness,41-60,suburban,0.851,0.903,0.807,-0.0028,0.048,sustained,0,0,0.608,0.754,0.843,0.615,0.998,0.421,0.618,0.707,0.832,0.856,0,0
455,digital_wellbeing,26-40,suburban,0.665,0.735,0.553,-0.0063,0.093,sustained,0,0,0.178,0.827,0.496,0.755,0.861,0.769,0.683,0.388,0.744,0.201,8,3
456,digital_wellbeing,18-25,suburban,0.705,0.687,0.519,-0.0102,0.081,faded,1,0,0.565,0.727,0.911,0.448,0.198,0.394,0.63,0.27,0.261,0.536,9,3
457,fitness,18-25,suburban,0.786,0.849,0.729,-0.0035,0.061,sustained,0,0,0.481,0.699,0.257,0.533,0.572,0.331,0.255,0.71,0.385,0.838,0,0
458,digital_wellbeing,18-25,suburban,0.57,0.545,0.322,-0.0145,0.112,reverted,1,0,0.36,0.159,0.214,0.359,0.601,0.712,0.379,0.653,0.364,0.211,8,1
459,public_transport,41-60,suburban,0.783,0.877,0.68,-0.0061,0.09,sustained,0,0,0.378,0.76,0.503,0.337,0.838,0.259,0.561,0.658,0.762,0.622,0,0
460,recycling,26-40,urban,0.821,0.892,0.793,-0.0019,0.05,sustained,0,0,0.563,0.839,0.666,0.463,0.545,0.521,0.338,0.576,0.48,0.938,0,0
461,digital_wellbeing,26-40,urban,0.697,0.596,0.276,-0.0239,0.17,reverted,1,1,0.653,0.377,0.334,0.576,0.23,0.221,0.759,0.521,0.669,0.749,7,1
462,digital_wellbeing,60+,suburban,0.735,0.887,0.775,0.0018,0.093,sustained,0,0,0.181,0.818,0.588,0.487,0.789,0.293,0.377,0.239,0.749,0.514,0,0
463,recycling,26-40,urban,0.862,0.788,0.613,-0.0147,0.103,sustained,0,0,0.959,0.795,0.424,0.632,0.748,0.786,0.806,0.386,0.546,0.549,0,2
464,public_transport,26-40,suburban,0.722,0.742,0.465,-0.0146,0.118,faded,1,0,0.571,0.61,0.877,0.165,0.84,0.902,0.412,0.218,0.208,0.501,16,2
465,healthy_eating,41-60,suburban,0.814,0.81,0.603,-0.0124,0.094,sustained,0,0,0.693,0.434,0.412,0.396,0.595,0.11,0.411,0.796,0.871,0.3,0,2
